Stage,Item,Inventory Selection,Location,Amount,Unit,Database,UUID,Brightway Match Code,Brightway Match Name,Material Group,Tally Material Group,Life Cycle Stage,Description
A1-A3,Ready mix NW 3000,,United States,238710.2,kg,ecoinvent-3.12-cutoff,,ff1cf2621f46e527d86a91f791410eff,Ready mix NW 3000,Concrete,Concrete,A1-A3,"Source: building59-oat.csv (project_index=59, omniclass_element=Substructure, mat_csi_division=03 - Concrete, service_life=60 years, inv_stored_carbon=0.0, gwp=38671.1, ep=8.28, ap=96.20, sfp=2277.296, odp=7.06582E-09, nred=300774.9, mui_gfa=86.804, mui_cfa=86.804)."
